sample_id,cluster_group,sample_type,latitude,longitude,slope,elevation,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,rain_day_minus_1_mm,rain_3d_sum_mm,rain_7d_api_mm,pore_pressure_index,target
1127_monsoon_stable,1127,normal_monsoon_stable_slope,25.15222817255074,93.11941384386142,32.47,1348.9,-0.5878,-0.809,41.0,15.0,44.0,1.2,19.11,39.91,54.24,8.6518,0
1127_dry,1127,dry_season_steep_slope,25.1718,93.123,32.47,1348.9,-0.5878,-0.809,41.0,15.0,44.0,1.2,2.01,4.31,6.15,0.9802,0
1127_flat,1127,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,-0.8589,0.9252,24.0,42.0,34.0,1.4,8.29,23.6,75.22,0.1902,0
1127_permeable,1127,permeable_slope,25.147341559985144,93.10044893291865,22.77,379.9,-0.5878,-0.809,14.04,56.28,29.68,1.32,5.11,15.38,57.02,1.5017,0
1129_pos,1129,real_landslide_event,24.8628,94.4182,39.55,1417.4,0.3239,-0.9461,33.7,26.5,39.7,1.2,12.3,22.7,45.69,6.4591,1
1129_monsoon_stable,1129,normal_monsoon_stable_slope,24.87353290617881,94.4151364695532,39.55,1417.4,0.3239,-0.9461,33.7,26.5,39.7,1.2,11.5,37.12,49.31,6.9709,0
1129_dry,1129,dry_season_steep_slope,24.8628,94.4182,39.55,1417.4,0.3239,-0.9461,33.7,26.5,39.7,1.2,2.5,3.75,8.55,1.2089,0
1129_flat,1129,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.2337,0.8208,20.5,50.0,29.5,1.36,11.57,25.54,45.43,0.1195,0
1129_permeable,1129,permeable_slope,24.872431404358114,94.39859129658426,21.66,474.2,0.3239,-0.9461,11.47,57.02,31.51,1.32,8.61,17.03,32.9,0.672,0
1168_pos,1168,real_landslide_event,27.1954,88.6115,51.94,2104.9,0.8329,0.5534,34.5,24.8,40.7,1.2,11.8,24.8,84.48,15.3233,1
1168_monsoon_stable,1168,normal_monsoon_stable_slope,27.190443855159828,88.61810413551999,51.94,2104.9,0.8329,0.5534,34.5,24.8,40.7,1.2,20.27,32.33,47.63,8.6385,0
1168_dry,1168,dry_season_steep_slope,27.1954,88.6115,51.94,2104.9,0.8329,0.5534,34.5,24.8,40.7,1.2,0.17,4.21,6.09,1.1039,0
1168_flat,1168,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,-0.2104,-0.1627,22.5,47.0,30.5,1.37,10.21,30.24,81.55,0.2544,0
1168_permeable,1168,permeable_slope,27.194198461589203,88.61859824941872,13.72,664.5,0.8329,0.5534,17.46,67.81,14.72,1.32,8.26,18.6,60.83,1.1374,0
1170_pos,1170,real_landslide_event,26.8342,88.2798,48.62,1366.3,-0.9291,0.3697,30.8,33.1,36.0,1.2,12.5,30.4,45.91,6.6429,1
1170_monsoon_stable,1170,normal_monsoon_stable_slope,26.81628131248232,88.26799283702294,48.62,1366.3,-0.9291,0.3697,30.8,33.1,36.0,1.2,24.45,46.9,58.09,8.4048,0
1170_dry,1170,dry_season_steep_slope,26.8342,88.2798,48.62,1366.3,-0.9291,0.3697,30.8,33.1,36.0,1.2,2.96,7.87,8.57,1.2402,0
1170_flat,1170,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.9949,-0.3678,23.0,46.0,31.0,1.34,12.24,36.97,44.25,0.1906,0
1170_permeable,1170,permeable_slope,26.848714667773233,88.31155772627,25.4,273.3,-0.9291,0.3697,17.01,50.11,32.88,1.32,8.75,22.8,33.06,1.2173,0
1222_pos,1222,real_landslide_event,23.73478778,92.72124394,41.04,1264.0,0.859,-0.512,32.6,28.9,38.6,1.2,28.3,87.2,85.24,11.7961,1
1222_monsoon_stable,1222,normal_monsoon_stable_slope,23.71496224736847,92.71913132074484,41.04,1264.0,0.859,-0.512,32.6,28.9,38.6,1.2,22.75,53.93,58.6,8.1095,0
1222_dry,1222,dry_season_steep_slope,23.73478778,92.72124394,41.04,1264.0,0.859,-0.512,32.6,28.9,38.6,1.2,0.84,1.88,6.04,0.8353,0
1222_flat,1222,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,0.9947,0.9951,22.0,48.0,30.0,1.35,26.58,112.22,106.29,0.3676,0
1222_permeable,1222,permeable_slope,23.772652630408622,92.69968068451757,22.67,592.8,0.859,-0.512,12.43,55.91,31.65,1.32,19.81,65.4,61.38,1.429,0
1596_pos,1596,real_landslide_event,24.7339,93.9161,36.83,1901.2,-0.0958,0.9954,37.5,19.1,43.5,1.2,2.5,2.5,2.5,0.3932,1
1596_monsoon_stable,1596,normal_monsoon_stable_slope,24.714676027794525,93.92594560712972,36.83,1901.2,-0.0958,0.9954,37.5,19.1,43.5,1.2,11.2,26.11,37.35,5.8738,0
1596_dry,1596,dry_season_steep_slope,24.7339,93.9161,36.83,1901.2,-0.0958,0.9954,37.5,19.1,43.5,1.2,0.23,1.79,7.54,1.1852,0
1596_flat,1596,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,0.5802,0.9923,21.0,52.0,27.0,1.38,2.67,2.73,2.38,0.0058,0
1596_permeable,1596,permeable_slope,24.727110679077583,93.90664566634342,17.08,336.2,-0.0958,0.9954,16.26,55.85,27.89,1.32,1.75,1.88,1.8,0.0418,0
1611_pos,1611,real_landslide_event,25.1553,93.028,39.2,1045.0,0.2011,-0.9796,38.1,20.1,41.8,1.2,15.3,96.8,107.94,18.0356,1
1611_monsoon_stable,1611,normal_monsoon_stable_slope,25.1434568419726,93.03392936876803,39.2,1045.0,0.2011,-0.9796,38.1,20.1,41.8,1.2,16.02,30.61,42.68,7.1316,0
1611_dry,1611,dry_season_steep_slope,25.1553,93.028,39.2,1045.0,0.2011,-0.9796,38.1,20.1,41.8,1.2,2.07,6.1,10.54,1.7612,0
1611_flat,1611,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.84,-0.6183,23.5,45.0,31.5,1.32,18.85,115.05,126.53,0.5151,0
1611_permeable,1611,permeable_slope,25.141635972071782,93.01583652850539,18.66,368.8,0.2011,-0.9796,10.2,57.1,32.7,1.32,10.71,72.6,77.72,1.2239,0
1613_pos,1613,real_landslide_event,27.8997,93.3497,43.97,2638.3,0.6046,-0.7965,36.7,18.7,44.7,1.2,20.2,62.6,108.09,19.3359,1
1613_monsoon_stable,1613,normal_monsoon_stable_slope,27.88385184375888,93.35201583591656,43.97,2638.3,0.6046,-0.7965,36.7,18.7,44.7,1.2,19.51,44.78,55.15,9.865,0
1613_dry,1613,dry_season_steep_slope,27.8997,93.3497,43.97,2638.3,0.6046,-0.7965,36.7,18.7,44.7,1.2,1.08,1.94,3.86,0.691,0
1613_flat,1613,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,0.36,0.9663,24.0,42.0,34.0,1.4,18.34,71.57,103.45,0.2616,0
1613_permeable,1613,permeable_slope,27.91835552385663,93.34143007205174,19.19,387.8,0.6046,-0.7965,15.28,57.11,27.61,1.32,14.14,46.95,77.83,1.8856,0
1755_pos,1755,real_landslide_event,27.3341,88.6083,48.17,2537.5,-0.6678,0.7443,36.7,20.0,43.4,1.2,4.7,8.4,25.11,4.7694,1
1755_monsoon_stable,1755,normal_monsoon_stable_slope,27.35406738617021,88.60772727409676,48.17,2537.5,-0.6678,0.7443,36.7,20.0,43.4,1.2,21.1,53.31,62.7,11.9068,0
1755_dry,1755,dry_season_steep_slope,27.3341,88.6083,48.17,2537.5,-0.6678,0.7443,36.7,20.0,43.4,1.2,2.18,3.66,9.2,1.7465,0
1755_flat,1755,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.1028,0.0652,20.5,50.0,29.5,1.36,4.58,8.6,28.99,0.0762,0
1755_permeable,1755,permeable_slope,27.35864720692781,88.61318543599499,19.39,673.3,-0.6678,0.7443,14.8,66.7,18.5,1.32,3.29,6.3,18.08,0.4038,0
1756_pos,1756,real_landslide_event,27.322,88.6087,41.33,2243.0,0.3987,0.9171,35.2,23.3,41.5,1.2,4.7,8.4,25.11,3.9458,1
1756_monsoon_stable,1756,normal_monsoon_stable_slope,27.341096290687297,88.59809710513726,41.33,2243.0,0.3987,0.9171,35.2,23.3,41.5,1.2,8.61,43.09,52.68,8.2762,0
1756_dry,1756,dry_season_steep_slope,27.322,88.6087,41.33,2243.0,0.3987,0.9171,35.2,23.3,41.5,1.2,0.6,3.84,7.55,1.1866,0
1756_flat,1756,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.7279,0.6445,22.5,47.0,30.5,1.37,4.01,9.66,24.17,0.0754,0
1756_permeable,1756,permeable_slope,27.361928387930462,88.61276193834611,18.52,562.8,0.3987,0.9171,11.17,58.73,30.1,1.32,3.29,6.3,18.08,0.3062,0
1770_pos,1770,real_landslide_event,26.1965,91.763,40.16,832.5,0.7581,0.6521,33.0,28.4,38.7,1.2,50.4,105.5,142.8,19.7239,1
1770_monsoon_stable,1770,normal_monsoon_stable_slope,26.19375405287277,91.76495729565792,40.16,832.5,0.7581,0.6521,33.0,28.4,38.7,1.2,18.19,46.44,57.58,7.953,0
1770_dry,1770,dry_season_steep_slope,26.1965,91.763,40.16,832.5,0.7581,0.6521,33.0,28.4,38.7,1.2,1.21,4.28,8.93,1.2341,0
1770_flat,1770,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.3211,0.4633,23.0,46.0,31.0,1.34,57.27,127.14,169.18,0.7288,0
1770_permeable,1770,permeable_slope,26.2150781865349,91.77355250192655,14.63,310.8,0.7581,0.6521,11.76,65.95,22.29,1.32,35.28,79.12,102.81,1.3944,0
1771_pos,1771,real_landslide_event,26.1978,91.7665,41.88,1339.0,-0.9632,0.2689,37.5,18.2,44.3,1.2,50.4,105.5,142.8,25.2028,1
1771_monsoon_stable,1771,normal_monsoon_stable_slope,26.198705003267353,91.75437616527357,41.88,1339.0,-0.9632,0.2689,37.5,18.2,44.3,1.2,10.29,23.48,33.11,5.8438,0
1771_dry,1771,dry_season_steep_slope,26.1978,91.7665,41.88,1339.0,-0.9632,0.2689,37.5,18.2,44.3,1.2,1.91,4.78,8.94,1.5782,0
1771_flat,1771,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,-0.9101,-0.7071,22.0,48.0,30.0,1.35,50.75,130.64,161.96,0.5602,0
1771_permeable,1771,permeable_slope,26.177735214515366,91.75095307125234,16.88,584.6,-0.9632,0.2689,10.38,59.41,30.21,1.32,35.28,79.12,102.81,1.4722,0
1775_pos,1775,real_landslide_event,27.8965,96.1779,49.97,1912.4,0.2723,-0.9622,33.1,26.3,40.6,1.2,53.6,131.3,197.1,32.9613,1
1775_monsoon_stable,1775,normal_monsoon_stable_slope,27.90787450321413,96.16028090876111,49.97,1912.4,0.2723,-0.9622,33.1,26.3,40.6,1.2,16.56,33.57,39.99,6.6869,0
1775_dry,1775,dry_season_steep_slope,27.8965,96.1779,49.97,1912.4,0.2723,-0.9622,33.1,26.3,40.6,1.2,1.67,5.22,6.94,1.1608,0
1775_flat,1775,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.4593,-0.5416,21.0,52.0,27.0,1.38,59.12,130.49,199.75,0.4886,0
1775_permeable,1775,permeable_slope,27.898516900434682,96.17381875176861,22.75,443.6,0.2723,-0.9622,14.59,66.14,19.26,1.32,37.52,98.48,141.92,3.6512,0
1776_pos,1776,real_landslide_event,25.3612,92.2845,44.83,1548.5,-0.1719,0.9851,39.8,17.9,42.3,1.2,18.3,139.5,174.7,34.6468,1
1776_monsoon_stable,1776,normal_monsoon_stable_slope,25.364036643477025,92.28008149159582,44.83,1548.5,-0.1719,0.9851,39.8,17.9,42.3,1.2,24.16,52.41,63.48,12.5899,0
1776_dry,1776,dry_season_steep_slope,25.3612,92.2845,44.83,1548.5,-0.1719,0.9851,39.8,17.9,42.3,1.2,0.8,5.16,5.53,1.0962,0
1776_flat,1776,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.3172,0.6735,23.5,45.0,31.5,1.32,15.87,136.76,179.82,0.732,0
1776_permeable,1776,permeable_slope,25.343530407142293,92.29174776580389,19.11,352.1,-0.1719,0.9851,14.99,53.12,31.89,1.32,12.81,104.62,125.78,3.0547,0
1857_pos,1857,real_landslide_event,25.3433,92.2897,42.22,1054.6,-0.7193,-0.6947,36.2,26.0,37.8,1.2,37.2,152.0,145.13,23.3492,1
1857_monsoon_stable,1857,normal_monsoon_stable_slope,25.35848232874472,92.28359494277835,42.22,1054.6,-0.7193,-0.6947,36.2,26.0,37.8,1.2,21.39,33.23,46.1,7.417,0
1857_dry,1857,dry_season_steep_slope,25.3433,92.2897,42.22,1054.6,-0.7193,-0.6947,36.2,26.0,37.8,1.2,0.96,2.73,5.22,0.8403,0
1857_flat,1857,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,-0.9789,-0.0778,24.0,42.0,34.0,1.4,31.74,158.48,179.39,0.4536,0
1857_permeable,1857,permeable_slope,25.312756818166445,92.26435053353006,25.95,262.4,-0.7193,-0.6947,10.6,52.96,36.44,1.32,26.04,114.0,104.49,2.4003,0
1929_pos,1929,real_landslide_event,27.3543,88.6428,51.95,2691.7,-0.0419,0.9991,37.5,18.2,44.3,1.2,3.5,15.8,81.93,17.0581,1
1929_monsoon_stable,1929,normal_monsoon_stable_slope,27.35955704808591,88.62606993068931,51.95,2691.7,-0.0419,0.9991,37.5,18.2,44.3,1.2,10.12,31.76,41.16,8.5691,0
1929_dry,1929,dry_season_steep_slope,27.3543,88.6428,51.95,2691.7,-0.0419,0.9991,37.5,18.2,44.3,1.2,1.95,3.82,3.95,0.8221,0
1929_flat,1929,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,-0.9716,0.6868,20.5,50.0,29.5,1.36,3.21,14.52,79.62,0.2095,0
1929_permeable,1929,permeable_slope,27.339688112820028,88.6521454382418,19.26,417.8,-0.0419,0.9991,13.91,62.13,23.95,1.32,2.45,11.85,58.99,1.2651,0
1930_pos,1930,real_landslide_event,28.4298,95.8776,49.14,1632.2,0.2521,0.9677,31.7,29.3,39.1,1.2,19.0,25.4,50.99,7.8786,1
1930_monsoon_stable,1930,normal_monsoon_stable_slope,28.419304351551943,95.8696881394954,49.14,1632.2,0.2521,0.9677,31.7,29.3,39.1,1.2,25.63,45.67,59.81,9.2422,0
1930_dry,1930,dry_season_steep_slope,28.4298,95.8776,49.14,1632.2,0.2521,0.9677,31.7,29.3,39.1,1.2,2.52,5.77,10.06,1.5549,0
1930_flat,1930,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.7515,0.4484,22.5,47.0,30.5,1.37,19.89,30.0,53.73,0.1676,0
1930_permeable,1930,permeable_slope,28.416692845878618,95.84466332847097,13.47,656.6,0.2521,0.9677,15.18,61.72,23.09,1.32,13.3,19.05,36.71,0.6085,0
1934_pos,1934,real_landslide_event,24.6005,92.3814,40.6,850.0,0.3746,-0.9272,33.1,28.0,38.9,1.2,3.1,19.9,108.07,15.1561,1
1934_monsoon_stable,1934,normal_monsoon_stable_slope,24.58081494171584,92.3779340987568,40.6,850.0,0.3746,-0.9272,33.1,28.0,38.9,1.2,20.97,36.74,48.6,6.8156,0
1934_dry,1934,dry_season_steep_slope,24.6005,92.3814,40.6,850.0,0.3746,-0.9272,33.1,28.0,38.9,1.2,0.06,4.62,6.6,0.9256,0
1934_flat,1934,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.4931,-0.8805,23.0,46.0,31.0,1.34,3.43,18.94,123.73,0.533,0
1934_permeable,1934,permeable_slope,24.625241294818743,92.35849324022894,22.3,289.0,0.3746,-0.9272,14.14,59.92,25.94,1.32,2.17,14.92,77.81,1.9773,0
1935_pos,1935,real_landslide_event,23.8986,91.7599,37.86,558.2,-0.6198,-0.7848,30.5,33.8,35.6,1.2,6.2,14.2,85.23,9.9365,1
1935_monsoon_stable,1935,normal_monsoon_stable_slope,23.901755328338165,91.77239185509366,37.86,558.2,-0.6198,-0.7848,30.5,33.8,35.6,1.2,23.72,55.06,64.05,7.4673,0
1935_dry,1935,dry_season_steep_slope,23.8986,91.7599,37.86,558.2,-0.6198,-0.7848,30.5,33.8,35.6,1.2,0.91,1.3,5.58,0.6511,0
1935_flat,1935,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,0.7478,0.6027,22.0,48.0,30.0,1.35,7.6,16.8,95.73,0.3311,0
1935_permeable,1935,permeable_slope,23.90189928545518,91.72322199977052,13.99,530.8,-0.6198,-0.7848,14.16,50.86,34.98,1.32,4.34,10.65,61.37,1.0546,0
1954_pos,1954,real_landslide_event,24.7543,93.5039,34.35,1704.5,0.1908,-0.9816,36.0,22.1,42.0,1.2,10.2,21.7,41.08,5.695,1
1954_monsoon_stable,1954,normal_monsoon_stable_slope,24.75276076767925,93.49438657761247,34.35,1704.5,0.1908,-0.9816,36.0,22.1,42.0,1.2,16.13,49.55,57.08,7.9134,0
1954_dry,1954,dry_season_steep_slope,24.7543,93.5039,34.35,1704.5,0.1908,-0.9816,36.0,22.1,42.0,1.2,1.85,5.63,8.51,1.1795,0
1954_flat,1954,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.9846,0.989,21.0,52.0,27.0,1.38,12.54,22.39,43.48,0.1064,0
1954_permeable,1954,permeable_slope,24.750627452083467,93.51933486121308,16.75,338.0,0.1908,-0.9816,11.82,67.9,20.29,1.32,7.14,16.27,29.58,0.4545,0
1961_pos,1961,real_landslide_event,25.8833,91.2,45.28,1273.7,0.3239,-0.9461,37.8,22.4,39.8,1.2,34.9,54.1,124.94,22.8466,1
1961_monsoon_stable,1961,normal_monsoon_stable_slope,25.902432477189766,91.19638682865465,45.28,1273.7,0.3239,-0.9461,37.8,22.4,39.8,1.2,23.02,34.06,42.2,7.7167,0
1961_dry,1961,dry_season_steep_slope,25.8833,91.2,45.28,1273.7,0.3239,-0.9461,37.8,22.4,39.8,1.2,0.65,1.93,2.93,0.5353,0
1961_flat,1961,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,-0.789,-0.9479,23.5,45.0,31.5,1.32,34.83,54.13,126.92,0.5167,0
1961_permeable,1961,permeable_slope,25.854765209791328,91.16232442664439,24.78,351.8,0.3239,-0.9461,14.48,55.0,30.52,1.32,24.43,40.58,89.96,2.6672,0
1963_pos,1963,real_landslide_event,26.944,88.4441,50.6,1701.4,-0.1959,-0.9806,32.5,29.4,38.1,1.2,4.2,37.5,58.96,9.5361,1
1963_monsoon_stable,1963,normal_monsoon_stable_slope,26.92421018202665,88.45041034586865,50.6,1701.4,-0.1959,-0.9806,32.5,29.4,38.1,1.2,11.62,37.81,44.63,7.2179,0
1963_dry,1963,dry_season_steep_slope,26.944,88.4441,50.6,1701.4,-0.1959,-0.9806,32.5,29.4,38.1,1.2,2.42,6.1,12.01,1.9419,0
1963_flat,1963,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,-0.9276,-0.336,24.0,42.0,34.0,1.4,4.23,44.44,56.25,0.1422,0
1963_permeable,1963,permeable_slope,26.909376416023488,88.46866679276228,14.06,387.7,-0.1959,-0.9806,10.49,60.19,29.32,1.32,2.94,28.12,42.45,0.5116,0
1986_pos,1986,real_landslide_event,26.3335,94.5512,38.8,532.9,-0.606,-0.7955,30.3,34.3,35.4,1.2,20.3,45.9,66.46,7.8296,1
1986_monsoon_stable,1986,normal_monsoon_stable_slope,26.345578267526086,94.57020721134309,38.8,532.9,-0.606,-0.7955,30.3,34.3,35.4,1.2,8.46,39.76,50.93,6.0005,0
1986_dry,1986,dry_season_steep_slope,26.3335,94.5512,38.8,532.9,-0.606,-0.7955,30.3,34.3,35.4,1.2,0.49,4.36,8.78,1.0348,0
1986_flat,1986,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.7135,0.7093,20.5,50.0,29.5,1.36,18.05,53.9,71.55,0.1882,0
1986_permeable,1986,permeable_slope,26.300203775883034,94.52568870637289,12.78,743.1,-0.606,-0.7955,12.49,60.63,26.88,1.32,14.21,34.42,47.85,0.6235,0
1987_pos,1987,real_landslide_event,25.2269,93.1658,29.43,1036.3,-0.742,0.6704,38.0,20.3,41.7,1.2,8.1,23.5,106.86,13.8213,1
1987_monsoon_stable,1987,normal_monsoon_stable_slope,25.237343550004983,93.17769255823013,29.43,1036.3,-0.742,0.6704,38.0,20.3,41.7,1.2,11.89,25.17,33.05,4.2753,0
1987_dry,1987,dry_season_steep_slope,25.2269,93.1658,29.43,1036.3,-0.742,0.6704,38.0,20.3,41.7,1.2,0.43,4.59,6.71,0.8683,0
1987_flat,1987,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.9907,-0.7081,22.5,47.0,30.5,1.37,8.29,26.9,111.72,0.3485,0
1987_permeable,1987,permeable_slope,25.21042757249153,93.1365159718653,22.03,271.1,-0.742,0.6704,16.8,55.24,27.96,1.32,5.67,17.62,76.94,2.3651,0
1993_pos,1993,real_landslide_event,26.8073,88.3162,37.14,2649.8,0.0593,-0.9982,37.2,18.7,44.1,1.2,18.7,33.8,59.89,9.444,1
1993_monsoon_stable,1993,normal_monsoon_stable_slope,26.820533648421648,88.3118918809032,37.14,2649.8,0.0593,-0.9982,37.2,18.7,44.1,1.2,18.85,40.23,48.46,7.6419,0
1993_dry,1993,dry_season_steep_slope,26.8073,88.3162,37.14,2649.8,0.0593,-0.9982,37.2,18.7,44.1,1.2,1.36,5.89,7.25,1.1436,0
1993_flat,1993,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,0.7407,-0.5824,23.0,46.0,31.0,1.34,17.28,40.19,64.78,0.2791,0
1993_permeable,1993,permeable_slope,26.833691602360165,88.34799790421253,17.64,484.4,0.0593,-0.9982,14.68,63.12,22.2,1.32,13.09,25.35,43.12,0.8912,0
1994_pos,1994,real_landslide_event,25.0633,92.8025,43.04,1153.3,-0.1305,0.9914,39.1,17.9,42.9,1.2,12.2,65.0,98.87,18.6492,1
1994_monsoon_stable,1994,normal_monsoon_stable_slope,25.04875758587269,92.7842516973071,43.04,1153.3,-0.1305,0.9914,39.1,17.9,42.9,1.2,13.26,26.85,36.2,6.828,0
1994_dry,1994,dry_season_steep_slope,25.0633,92.8025,43.04,1153.3,-0.1305,0.9914,39.1,17.9,42.9,1.2,1.92,5.79,7.94,1.4968,0
1994_flat,1994,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,-0.8954,0.9415,22.0,48.0,30.0,1.35,11.45,72.26,115.4,0.3991,0
1994_permeable,1994,permeable_slope,25.10189289671057,92.81978459505339,23.53,599.7,-0.1305,0.9914,14.66,55.64,29.7,1.32,8.54,48.75,71.19,2.0283,0
1995_pos,1995,real_landslide_event,27.0765,88.4808,45.09,2405.1,0.7059,-0.7083,36.0,21.4,42.5,1.2,7.0,16.9,46.55,8.1471,1
1995_monsoon_stable,1995,normal_monsoon_stable_slope,27.09152853654256,88.4843234113223,45.09,2405.1,0.7059,-0.7083,36.0,21.4,42.5,1.2,21.05,33.33,46.55,8.1466,0
1995_dry,1995,dry_season_steep_slope,27.0765,88.4808,45.09,2405.1,0.7059,-0.7083,36.0,21.4,42.5,1.2,2.28,6.98,11.79,2.0638,0
1995_flat,1995,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.251,0.9611,21.0,52.0,27.0,1.38,7.85,18.22,43.53,0.1065,0
1995_permeable,1995,permeable_slope,27.113449385751878,88.48295145981768,22.68,446.1,0.7059,-0.7083,15.63,65.1,19.27,1.32,4.9,12.67,33.52,0.9269,0
1996_pos,1996,real_landslide_event,26.4333,94.8833,39.02,796.5,0.9943,0.1063,32.6,29.1,38.3,1.2,29.1,52.3,96.0,12.7192,1
1996_monsoon_stable,1996,normal_monsoon_stable_slope,26.427518430496345,94.88758860648491,39.02,796.5,0.9943,0.1063,32.6,29.1,38.3,1.2,25.32,51.99,57.21,7.58,0
1996_dry,1996,dry_season_steep_slope,26.4333,94.8833,39.02,796.5,0.9943,0.1063,32.6,29.1,38.3,1.2,0.41,2.42,5.87,0.7773,0
1996_flat,1996,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,-0.4043,0.9917,23.5,45.0,31.5,1.32,33.27,67.03,100.01,0.4071,0
1996_permeable,1996,permeable_slope,26.4572764354382,94.85662531950425,24.76,508.0,0.9943,0.1063,13.71,54.16,32.13,1.32,20.37,39.22,69.12,1.9507,0
2025_pos,2025,real_landslide_event,25.5728,91.885,38.54,978.1,-0.9026,0.4305,35.7,27.3,37.1,1.2,68.2,179.4,266.22,38.7641,1
2025_monsoon_stable,2025,normal_monsoon_stable_slope,25.559186778054293,91.8996736781041,38.54,978.1,-0.9026,0.4305,35.7,27.3,37.1,1.2,11.12,21.61,37.27,5.4269,0
2025_dry,2025,dry_season_steep_slope,25.5728,91.885,38.54,978.1,-0.9026,0.4305,35.7,27.3,37.1,1.2,1.23,4.85,10.33,1.5037,0
2025_flat,2025,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,0.5269,0.2379,24.0,42.0,34.0,1.4,84.44,230.1,270.83,0.6847,0
2025_permeable,2025,permeable_slope,25.534604553345016,91.84756510817829,22.8,407.0,-0.9026,0.4305,11.89,66.44,21.67,1.32,47.74,134.55,191.68,4.021,0
2026_pos,2026,real_landslide_event,25.4916,91.2698,31.52,997.6,-0.9851,-0.1719,35.8,26.9,37.3,1.2,95.7,273.6,335.17,41.1941,1
2026_monsoon_stable,2026,normal_monsoon_stable_slope,25.505104924404158,91.2863451541445,31.52,997.6,-0.9851,-0.1719,35.8,26.9,37.3,1.2,16.09,27.64,42.1,5.1743,0
2026_dry,2026,dry_season_steep_slope,25.4916,91.2698,31.52,997.6,-0.9851,-0.1719,35.8,26.9,37.3,1.2,1.76,2.24,6.54,0.8038,0
2026_flat,2026,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.5842,-0.1063,20.5,50.0,29.5,1.36,92.45,322.95,341.86,0.8993,0
2026_permeable,2026,permeable_slope,25.512378741522216,91.24134241931615,25.44,319.5,-0.9851,-0.1719,11.87,63.67,24.45,1.32,66.99,205.2,241.32,5.6979,0
2034_pos,2034,real_landslide_event,26.8712,88.3052,51.98,2188.3,0.7638,-0.6455,34.9,23.9,41.2,1.2,9.6,100.1,224.08,41.4363,1
2034_monsoon_stable,2034,normal_monsoon_stable_slope,26.8871284591211,88.28989499834087,51.98,2188.3,0.7638,-0.6455,34.9,23.9,41.2,1.2,8.38,18.89,32.99,6.1012,0
2034_dry,2034,dry_season_steep_slope,26.8712,88.3052,51.98,2188.3,0.7638,-0.6455,34.9,23.9,41.2,1.2,0.92,1.58,2.27,0.4205,0
2034_flat,2034,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.8323,0.9999,22.5,47.0,30.5,1.37,8.2,104.72,233.57,0.7286,0
2034_permeable,2034,permeable_slope,26.86447338805373,88.33763514267335,16.7,517.5,0.7638,-0.6455,17.68,52.79,29.53,1.32,6.72,75.07,161.33,4.0631,0
2042_pos,2042,real_landslide_event,26.0093,94.5238,42.0,504.0,0.9521,0.3057,30.0,34.9,35.0,1.2,5.1,23.3,80.31,9.9589,1
2042_monsoon_stable,2042,normal_monsoon_stable_slope,26.0285608601051,94.53803845588797,42.0,504.0,0.9521,0.3057,30.0,34.9,35.0,1.2,9.32,33.67,45.72,5.6699,0
2042_dry,2042,dry_season_steep_slope,26.0093,94.5238,42.0,504.0,0.9521,0.3057,30.0,34.9,35.0,1.2,0.15,1.54,4.47,0.5543,0
2042_flat,2042,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,0.0694,0.9345,23.0,46.0,31.0,1.34,4.52,24.18,88.66,0.3819,0
2042_permeable,2042,permeable_slope,26.029687177567947,94.50736868091879,16.83,436.1,0.9521,0.3057,12.42,65.9,21.68,1.32,3.57,17.48,57.82,0.9494,0
