source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,id,event_date_formatted,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density
gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2205,08/06/2010 12:00:00 AM,,"Dawrpui Vengthar cemetary, Aizwal, Mizoram","As per PTI report a massive landslide triggered by heavy rains on 6th August 2010 at the cemetery of Dawrpui Vengthar locality, Aizwal has swept away number of tombs. ","Dawrpui Vengthar cemetary, Aizwal, Mizoram",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,2205.0,India,IN,Mizoram,265331.0,Aizawl,0.90276,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7146,23.7365,2205,2010-08-06,864.2,33.13,109.8,29.5,35.0,35.5,1.25
buzzg.com,http://buzzg.com/news/heavy-rainfall-triggers-landslide-blocks-traffic-on-nh-55.html,2214,08/06/2010 12:00:00 AM,,Dārjiling : The traffic along the National Highway 55 was disrupted on Friday following a heavy rainfall that triggered landslide in the Darjeeling H*,"The traffic along the National Highway 55 was disrupted on Friday following a heavy rainfall that triggered landslide in the Darjeeling Hills valley region. The landslide blocked all road links from Siliguri in the foothills to various other places in Darjeeling District. No human casualties, were, however, reported from Gayabari village, where the landslide caused extensive damage. “The trends of landslide are very dangerous here. We have 15 households here and all of them have been shifted to the Jawahar Jyoti Primary School nearby due to fear of further landslides,” said Dhan Bahadur Pradhan, a local resident of Gayabari.",,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2214.0,India,IN,Bengal,123797.0,Dārjiling,0.60669,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2627,27.0375,2214,2010-08-06,1263.3,50.83,181.4,30.3,34.3,35.4,1.25
E-PAO,http://www.e-pao.net/GP.asp?src=21..210810.aug10,2243,08/13/2010 12:00:00 AM,,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","Kohima cut off in both directions on NH 39 ... Imphal, August 20 2010: Landslides have occurred near the Kohima Municipality Council (KMC) dumping ground and its vicinity since a week ago.  Fresh landslides occurred again today.  Over 400 Manipur bound trucks are still stranded in the area.","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",5km,landslide,downpour,medium,mine,0.0,,,,,glc,2243.0,India,IN,Nāgāland,92113.0,Kohima,5.6985,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.04619681,25.70223725,2243,2010-08-13,1129.5,26.57,205.2,35.6,22.4,42.0,1.25
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2247,08/14/2010 12:00:00 AM,,"Tuensang-Shamatore(Sampurre) rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Tuensang-Shamatore(Sampurre) rd, Nagaland",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2247.0,India,IN,Nāgāland,33748.0,Tuensang,13.31188,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8422,26.148,2247,2010-08-14,1256.3,37.19,282.3,36.7,19.9,43.4,1.25
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2248,08/14/2010 12:00:00 AM,,"Noklak-Tuensang road, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Noklak-Tuensang road, Nagaland",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2248.0,India,IN,Nāgāland,33748.0,Tuensang,10.37545,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.9152,26.222,2248,2010-08-14,765.4,38.65,154.6,32.4,29.7,37.9,1.25
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2249,08/14/2010 12:00:00 AM,,"Kiphire-Tuensang rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Kiphire-Tuensang rd, Nagaland",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2249.0,India,IN,Nāgāland,33748.0,Tuensang,20.67617,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.803,26.0814,2249,2010-08-14,1386.8,37.08,71.5,37.9,17.3,44.9,1.25
e-pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,2253,08/15/2010 11:00:00 PM,,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starvation.  The road from Chingai to Quingai in Chingai sub-division of Ukhrul district connects Quingai, Chalou, New Tasom, Tasom CV and Tasom Khullen villages.  However, the road has been disconnected in various places due to heavy rainfall that occurred on the night between July 29 and 30 and again on the night of August 15 .  According to Secretary, Information and Publicity, Northern Raphei Students' Union (NRSU), HAS Thuingaleng, nearly 5,000 villagers of the said villages have been facing extreme hardship.  The wooden bridge over Rondei river had been washed away by the powerful current of the river disconnecting the road.  Moreover, landslides have occurred completely blocking the road at different places.  However, due to the heavy","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2253.0,India,IN,Manipur,15118.0,Phek,39.51186,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.48265093,25.31006064,2253,2010-08-15,1360.1,42.66,15.5,33.3,27.4,39.3,1.25
indiablooms,http://www.indiablooms.com/NewsDetailsPage/newsDetails170810t.php,2261,08/17/2010 08:00:00 AM,,"Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim","Sikkim on Tuesday was cut off from the rest of the country following landslides on the main artery, 31A National Highway, linking Gangtok and West Bengal's Siliguri town.  Border Roads Organisation (BRO) officials said the link between Gangtok and Siliguri, the nearest railhead of landlocked Sikkim, was breached early on Tuesday after mudslides washed away a portion of the metal road at Hatisur on Sevok under Kalimpong sub-division, resulting in suspension of traffic of Sikkim and Kalimpong.","Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2261.0,India,IN,Bengal,43000.0,Kālimpang,13.98232,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4445,26.9435,2261,2010-08-17,2459.1,50.69,100.3,36.3,20.8,42.9,1.25
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2263,08/17/2010 12:00:00 AM,,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland","On Tuesday, vehicles plying on the Mokokchung-Tuensang road were stranded for than 15 hours near the Dikhu Bridge under Mokokchung district due to mudslides and sinking caused by rains.  People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.  ","Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2263.0,India,IN,Nāgāland,34021.0,Mokokchūng,15.67627,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.6654,26.2753,2263,2010-08-17,996.4,29.98,271.9,34.4,25.1,40.5,1.25
newkerala,http://www.newkerala.com/news/fullnews-25771.html,2279,08/19/2010 12:00:00 AM,,"NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong","Siliguri (West Bengal), Aug 19 (IBNS) Sikkim and parts of West Bengal's Darjeeling state were cut off from the rest of the country on Thursday, the second time this week, after massive landslides washed away a major portion of road at Likhuvir on 31A National Highway near Teesta Bazar, official sources said.  The landslides, triggered by heavy rains, washed a good chunk of surface at Likhuvir forcing the authorities to close roads for all vehicles for indefinite period, according to BRO, which maintains the strategic roads linking landlocked Sikkim. ","NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2279.0,India,IN,Bengal,43000.0,Kālimpang,10.78474,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4481,26.9722,2279,2010-08-19,1576.6,41.06,260.5,31.9,30.8,37.4,1.25
E-PAO,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2281,08/19/2010 06:00:00 PM,,"Kisima, Nagaland","At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.","Kisima, Nagaland",5km,landslide,downpour,medium,above_road,,,,,,glc,2281.0,India,IN,Nāgāland,92113.0,Kohima,11.44167,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.11603493,25.61560252,2281,2010-08-19,729.3,36.83,45.2,32.0,30.4,37.5,1.25
indiablooms,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,2282,08/19/2010 06:30:00 AM,,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Even in Tuensang town, a couple of roads have to be cleared daily due to mudslides. On Thursday morning, the Kohima-bound NST bus left Tuensang station around 9.30 am, three hours behind schedule due to mudslides near GREF camp, some 3km from the station.   People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.  ","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,2282.0,India,IN,Nāgāland,33748.0,Tuensang,7.65096,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8158,26.1984,2282,2010-08-19,854.7,35.58,338.2,33.2,27.9,38.9,1.25
e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,2283,08/19/2010 12:00:00 AM,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2283.0,India,IN,Manipur,223523.0,Imphal,46.36778,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4957,24.8961,2283,2010-08-19,1368.9,46.04,231.8,33.4,27.2,39.4,1.25
thehimalayanbeacon.com,http://thehimalayanbeacon.com/magazine/2010/08/21/sikkim-landslides-heavy-toll-2-gpus-completely-cut/,2296,08/20/2010 12:00:00 AM,,"many locations around Namchi, Sikkim","Posted by Barun Roy on August 21st, 2010  Namchi: The heavy down pour last two days resulted in much damages at two Gram Panchayat units Lingee-Sokpay and Payoung-Kaw under Yangyany Block Administrative Centre. Kubernath Timshina, Panchayat President of Payoung-Kaw GPU, informs that in the wake of a huge landslide the family members and live stock of Ambika Prashad Adhakari of Millde Payoung have been shifted to other safe place since his house was heavily damaged by the slide.  The houses of Hemlal Adhakari and Rabilal Adhakari of Middle Payoung are also on the verge of collapse due to a heavy mud slip from the new cutting of PWD road. At Lingee village, following heavy rainfall the kitchen of Bhakti Maya Dabhari was completely buried by landslide and her house was also partly damaged. In Dara Karhaha ward of Payoung-Kaw Gram Panchayat Unit, the house of Tek Bdr. Rai was heavily damaged by the new cutting of PMGSY road and if the rain continues for one more day he has to be shifted to","many locations around Namchi, Sikkim",10km,complex,downpour,medium,unknown,0.0,,,,,glc,2296.0,India,IN,Sikkim,1147.0,Namchi,0.47225,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3652,27.167,2296,2010-08-20,2183.9,46.34,130.1,34.9,23.9,41.1,1.25
e-pao,http://www.e-pao.net/GP.asp?src=21..210810.aug10,2304,08/21/2010 06:00:00 PM,,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","Kohima, August 22 2010: Fresh landslide has occurred between Mao Gate and Kohima on Saturday evening.  The landslide occurred near Kigwema but the authorities are clearing it on war-footing.","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2304.0,India,IN,Nāgāland,92113.0,Kohima,11.44167,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1211,25.5718,2304,2010-08-21,939.2,39.04,269.6,33.9,26.2,39.9,1.25
thehimalayanbeacon.com,http://thehimalayanbeacon.com/magazine/2010/08/28/sikkim-landslides-cut-sikkim-link-woman-disappears-swirling-flash-flood/,2341,08/26/2010 11:00:00 PM,,"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim","Gangtok, Aug. 27: Seven landslides struck a 15km stretch of NH31A and crippled traffic on Sikkim’s only road link with the rest of the country after heavy rain lashed the Himalayan state last night. A 31-year-old woman was washed away in one of the flash floods that followed.  The landslides, four of them major ones, occurred between 32 Mile and Singtam on NH31A, the stretch littered with slush and debris that came tumbling down from the hillside late last night and early this morning.  The landslides left at least 100 vehicles coming from Siliguri stranded on the Bengal-Sikkim border at Rangpo for sometime. While some passengers tried to walk and cross the slides, others returned to Siliguri. “The vehicles — there were lots of them — were told to stay put at Singtam for the night,” said A.K. Singh, the executive engineer of Project Swastik of the Border Roads Organisation that is in charge of the highway. The first major landslide nearest to Gangtok was at the mouth of Topakhani, a 12","NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2341.0,India,IN,,6133.0,Singtām,0.30259,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.497,27.2319,2341,2010-08-26,2589.2,44.88,247.3,36.9,19.4,43.7,1.25
e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,2343,08/27/2010 04:30:00 PM,,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entered the third day today.  The landslide blocking NH-39 occurred at Ekai village, two kilometer away from Tadubi at about 4.30 pm today while the traffic on NH-53 was blocked by a heavy landslide at Kambirong only 10 metres away from Nungba police station, official reports said.  The report said that due to the landslide at Ekai village, highway traffic has been totally blocked.  A portion of around 10 metres of the hill face has slid due to torrential rains in the last few days, it added.  The road has been totally blocked by rocks and mud forcing freight trucks and other vehicles stranded on both sides of the landslide area.","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2343.0,India,IN,Nāgāland,92113.0,Kohima,21.83054,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1327,25.4786,2343,2010-08-27,919.9,40.19,268.8,33.7,26.6,39.7,1.25
e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,2344,08/27/2010 04:30:00 PM,,"NH-53 at Nungba police station, Kambirong(?), Manipur","Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entered the third day today.  The landslide blocking NH-39 occurred at Ekai village, two kilometer away from Tadubi at about 4.30 pm today while the traffic on NH-53 was blocked by a heavy landslide at Kambirong only 10 metres away from Nungba police station, official reports said.  The report said that due to the landslide at Ekai village, highway traffic has been totally blocked.  A portion of around 10 metres of the hill face has slid due to torrential rains in the last few days, it added.  The road has been totally blocked by rocks and mud forcing freight trucks and other vehicles stranded on both sides of the landslide area.","NH-53 at Nungba police station, Kambirong(?), Manipur",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2344.0,India,IN,Assam,12871.0,Lakhipur,42.03089,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4221,24.7505,2344,2010-08-27,1017.3,41.03,128.7,34.6,24.7,40.7,1.25
thehindu,http://www.thehindu.com/news/states/other-states/article600333.ece,2345,08/27/2010 06:00:00 PM,,"Daragaon(?), Gangtok city, Sikkim","Gangtok, August 28, 2010  Heavy rains triggering landslides has affected large parts of Sikkim in which one person was killed and many houses were damaged, officials said today.   In the State capital Gangtok, a massive landslide in the residential area below Daragaon damaged four buildings last evening, forcing evacuations from these structures. ","Daragaon(?), Gangtok city, Sikkim",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,2345.0,India,IN,Sikkim,30700.0,Gangtok,1.63012,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6188,27.3392,2345,2010-08-27,2002.0,50.04,162.0,34.0,26.0,40.0,1.25
news.oneindia,http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,2392,09/04/2010 12:00:00 AM,,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landslides. Named the Jawaharlal Nehru Marg, the road holds high strategic importance for the movement of troops and their supplies.  It is also viewed as important for cross border trade and tourists who enjoy the rare experience of visiting the Nathu La Pass.  The worst affected spot has been ""the 17th mile"" where the road has been washed away to the extent of around 350 metres.  Reportedly, a gradient has slid down by 50 to 60 metres and a portion of the army barracks was badly damaged by the landslide.","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2392.0,India,IN,Sikkim,30700.0,Gangtok,12.9691,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.7334,27.3702,2392,2010-09-04,2255.2,47.12,95.7,35.3,23.1,41.6,1.25
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2405,09/09/2010 11:00:00 PM,,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  Upper Siang district remained cut off after a vital bridge connecting the area with other places was badly damaged due to flash floods and landslides.  ","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",unknown,landslide,downpour,medium,unknown,10.0,,,,,glc,2405.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,27.57255,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.4112,28.3036,2405,2010-09-09,1802.1,50.41,162.0,32.5,27.5,40.0,1.25
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2411,09/10/2010 12:00:00 AM,,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  One person was drowned and around 1.5 lakh people were affected in the flash floods which hit the northern Assam districts of Lakhimpur, Dhemaji, Golaghat and Sonitpur following incessant rains in the upper reaches.","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,2411.0,India,IN,Arunāchal Pradesh,26912.0,Naharlagun,11.91035,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.7273,27.0011,2411,2010-09-10,1545.8,34.85,48.9,31.2,30.2,38.6,1.25
Telegraph,http://www.telegraphindia.com/1100916/jsp/northeast/story_12941830.jsp,2415,09/12/2010 12:00:00 AM,,power lines 5 km from Kohima,"Kohima, Sept. 15: The Nagaland capital has been in darkness for the last three days because of a damaged 132kV transmission line near here.  The power department said it would take a few more days to restore power, depending on the weather conditions.  The 132kV power transmission line, 5km from here, was damaged because of landslides triggered by heavy rainfall. The department said it was taking a 4kV supply from Manipur that is distributed to Ministers’ Hill and VIP quarters.  The department said dozens of workers were deployed at the landslide site but were finding it difficult to pull the wires because of slippery land. Bad weather has turned the situation worse. ",power lines 5 km from Kohima,25km,landslide,downpour,medium,unknown,,,,,,glc,2415.0,India,IN,Nāgāland,92113.0,Kohima,0.50696,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.11112157,25.63961883,2415,2010-09-12,1218.6,28.18,136.7,36.4,20.6,43.0,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2420,09/13/2010 12:00:00 AM,,"Tuikual 'C', Aizawl, Mizoram","Landslide triggered by heavy rain in Tuikual ‘C’ on Monday killed a woman, R. Laltanpuii.  According to Aizawl Police sources, the landslide buried the woman while she was collecting water with her friend. Luckily, her friend who was nearby her escaped unhurt.  The dead body was handed over to her relatives after post mortem examination in Aizawl Civil Hospital. ","Tuikual 'C', Aizawl, Mizoram",1km,landslide,downpour,medium,urban,1.0,,,,,glc,2420.0,India,IN,Mizoram,20244.0,Serchhīp,8.59507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.71495623,23.72988966,2420,2010-09-13,1207.7,33.17,83.3,32.1,29.7,38.1,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2421,09/13/2010 09:00:00 AM,,"road to Muanna Godown, Zuangtui, Mizoram",The heavy rain also caused landslides in several places blocking the road. The approach road to Muanna Godown in Zuangtui was blocked by a landslide since this morning.  It is expected to be restored this evening. ,"road to Muanna Godown, Zuangtui, Mizoram",1km,landslide,downpour,medium,above_road,,,,,,glc,2421.0,India,IN,Mizoram,20244.0,Serchhīp,8.59507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.74128531,23.75406693,2421,2010-09-13,1507.7,32.21,235.6,34.4,25.1,40.4,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2422,09/13/2010 12:00:00 AM,,"Hunthar Veng, Mizoram","In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide. ","Hunthar Veng, Mizoram",1km,landslide,downpour,medium,urban,,,,,,glc,2422.0,India,IN,Mizoram,20244.0,Serchhīp,8.59507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7141905,23.74182634,2422,2010-09-13,1188.1,36.34,154.7,32.0,30.0,38.0,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2423,09/13/2010 12:00:00 AM,,"road to Kanan Veng from Hunthar Veng, Mizoram","In Hunthar Veng, the kitchen side of H. Lalchhanhima’s house was damaged by a landslide while the road to Kanan Veng was blocked by a landslide. ","road to Kanan Veng from Hunthar Veng, Mizoram",1km,landslide,downpour,medium,above_road,,,,,,glc,2423.0,India,IN,Mizoram,20244.0,Serchhīp,8.59507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.71060943,23.73504471,2423,2010-09-13,1841.2,35.78,352.8,37.0,20.0,43.0,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2424,09/13/2010 12:00:00 AM,,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","Sep 15, 2010  AIZAWL: Aizawl-Champhai road also was blocked by landslides in two places near Tuivawl and Tuichang.  ZONET Champhai Corr. said, the road block near Tuivawl was cleared while men are still at work till in the afternoon to clear the road block near Tuichang.","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2424.0,India,IN,Mizoram,265331.0,Aizawl,26.45346,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.9296,23.591,2424,2010-09-13,1375.4,31.98,159.9,33.4,27.1,39.4,1.25
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2425,09/13/2010 12:00:00 AM,,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram","Sep 15, 2010  AIZAWL: Aizawl-Champhai road also was blocked by landslides in two places near Tuivawl and Tuichang.  ZONET Champhai Corr. said, the road block near Tuivawl was cleared while men are still at work till in the afternoon to clear the road block near Tuichang.","near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2425.0,India,IN,Mizoram,2537.0,Khawhai,6.62394,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.0748,23.3439,2425,2010-09-13,1799.0,45.81,63.7,36.7,20.6,42.7,1.25
