latitude,longitude,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density,rain_event_day_mm,rain_3d_sum_mm,rain_7d_sum_mm,target
25.0888,92.8551,939.9,46.0,200.5,37.1,22.2,40.7,1.2,17.3,106.4,237.3,1
26.3212,91.0065,48.0,1.7,109.8,23.5,45.0,33.0,1.2,17.2,69.0,145.2,0
24.5204,92.7264,1204.7,32.0,316.2,36.3,20.9,42.8,1.2,28.0,56.5,109.8,1
26.3212,91.0065,48.0,1.7,246.4,23.5,45.0,33.0,1.2,0.4,6.6000000000000005,77.3,0
27.1614,93.7525,2111.3,40.63,132.2,34.1,24.2,41.7,1.2,12.3,36.6,107.8,1
27.04357147,88.26522126,1550.8,45.95,259.9,31.8,31.1,37.2,1.2,145.9,182.6,289.1,1
26.72,95.029,1158.7,38.48,98.3,35.9,21.8,42.3,1.2,28.8,72.6,158.5,1
26.6528,92.7926,68.0,1.9,291.7,22.5,45.0,33.0,1.2,12.5,30.4,61.4,0
27.4728,94.912,108.0,1.8,209.0,21.0,45.0,33.0,1.2,0.0,1.0,64.8,0
27.0095,88.2592,2421.5,41.37,315.5,36.1,21.3,42.6,1.2,145.9,182.6,289.1,1
26.6528,92.7926,68.0,1.9,335.1,22.5,45.0,33.0,1.2,8.4,42.0,249.3,0
26.1309,91.8383,1353.8,41.89,214.2,37.6,17.9,44.5,1.2,1.1528963959629752,2.176466125640601,2.5274199330969953,0
25.1796,93.0083,501.3,28.02,39.8,33.0,31.0,36.1,1.2,57.9,129.7,150.9,1
25.4916,91.2698,997.6,31.52,260.1,35.8,26.9,37.3,1.2,95.7,273.6,425.5,1
25.72,94.6219,952.1,43.13,256.2,30.2,33.7,36.2,1.2,4.4,48.6,66.2,1
23.73478778,92.72124394,1264.0,41.04,120.8,32.6,28.9,38.6,1.2,0.567795911410393,3.590275243871539,3.436095835644309,0
27.8965,96.1779,1912.4,49.97,164.2,33.1,26.3,40.6,1.2,0.42739634948490735,1.380542771518713,4.9216474980653775,0
26.6528,92.7926,68.0,1.9,133.1,22.5,45.0,33.0,1.2,26.3,63.5,186.3,0
26.7271,88.3953,120.0,2.4,126.9,21.5,45.0,33.0,1.2,0.8,4.300000000000001,58.0,0
26.3463,92.6841,62.0,1.6,260.5,22.0,45.0,33.0,1.2,87.1,166.5,335.4,0
27.7344,88.633,1441.6,51.9,257.4,31.2,32.3,36.5,1.2,0.572923125161872,1.5188661979835598,7.6329118435968875,0
26.5413,88.7196,85.0,1.8,266.4,23.0,45.0,33.0,1.2,8.9,45.4,91.6,0
25.8376,94.5234,927.8,32.31,269.1,33.8,26.4,39.8,1.2,0.6285766988471837,0.10561136385636694,5.35453163578322,0
25.6623,94.1072,1117.9,33.65,132.7,35.5,22.6,41.9,1.2,1.8,47.0,101.2,1
25.318,94.0441,1280.0,39.46,103.2,36.9,19.4,43.7,1.2,5.2,21.4,117.8,1
26.3463,92.6841,62.0,1.6,351.2,22.0,45.0,33.0,1.2,35.9,63.3,133.7,0
27.7344,88.633,1441.6,51.9,257.4,31.2,32.3,36.5,1.2,8.7,27.1,63.0,1
24.9037,93.487,1531.0,47.98,164.2,34.6,24.8,40.6,1.2,0.4649130196014377,3.070007471456265,0.21952426138128978,0
27.2319,88.497,2589.2,44.88,247.3,36.9,19.4,43.7,1.2,9.8,152.2,427.9,1
27.4728,94.912,108.0,1.8,86.7,21.0,45.0,33.0,1.2,6.7,11.9,216.4,0
26.6528,92.7926,68.0,1.9,207.7,22.5,45.0,33.0,1.2,41.1,84.4,200.3,0
26.5836,93.0038,1041.3,32.64,345.7,34.8,24.2,41.0,1.2,8.9,57.5,227.6,1
25.9466,94.6279,1042.3,47.93,6.7,30.9,32.3,36.9,1.2,5.4,14.9,28.2,1
26.1324,91.8342,1339.9,41.76,357.6,37.5,18.2,44.3,1.2,55.8,142.1,184.5,1
27.1249,93.7706,2348.7,40.51,209.0,35.2,21.7,43.0,1.2,0.0,1.0,64.8,1
22.479,92.967,1913.9,40.9,30.8,37.6,18.9,43.6,1.2,0.8,4.300000000000001,58.0,1
25.63961883,94.11112157,1218.6,28.18,136.7,36.4,20.6,43.0,1.2,16.2,39.4,80.7,1
26.0207,89.9744,38.0,1.5,257.0,24.0,45.0,33.0,1.2,17.3,43.3,303.8,0
26.7223,95.0243,1640.9,40.36,23.3,35.5,23.1,41.5,1.2,36.6,62.3,119.6,1
26.5413,88.7196,85.0,1.8,180.4,23.0,45.0,33.0,1.2,16.4,56.2,133.8,0
26.5413,88.7196,85.0,1.8,24.3,23.0,45.0,33.0,1.2,88.3,149.8,222.4,0
26.1445,91.7362,55.0,2.1,63.3,22.0,45.0,33.0,1.2,2.6,60.4,230.7,0
26.1768,91.7702,560.9,38.18,290.4,30.5,33.8,35.7,1.2,10.0,34.4,145.9,1
25.9703,91.8584,1593.4,35.26,279.6,40.1,17.2,42.7,1.2,7.7,53.6,473.0,1
25.3179,94.0462,1208.3,37.71,172.3,36.3,20.8,42.9,1.2,0.304082340834631,0.9335377657087234,6.280619198286961,0
27.4728,94.912,108.0,1.8,30.3,21.0,45.0,33.0,1.2,1.1,78.6,206.4,0
25.61560252,94.11603493,729.3,36.83,45.2,32.0,30.4,37.5,1.2,12.2,23.4,85.3,1
25.4786,94.1327,919.9,40.19,268.8,33.7,26.6,39.7,1.2,1.1889397528067465,1.6818986407640288,6.404395796586559,0
25.5772,91.8666,1397.2,42.06,345.2,38.7,20.4,40.9,1.2,125.6,276.1,370.4,1
26.0814,94.803,1386.8,37.08,71.5,37.9,17.3,44.9,1.2,0.8938574638201005,0.8404663317563079,7.169599437979491,0
26.5413,88.7196,85.0,1.8,161.0,23.0,45.0,33.0,1.2,15.2,44.9,280.2,0
26.6528,92.7926,68.0,1.9,53.6,22.5,45.0,33.0,1.2,37.1,50.8,96.1,0
25.4769,94.1351,966.6,41.06,90.7,34.1,25.7,40.2,1.2,24.1,67.80000000000001,107.0,1
26.8867642,88.28044714,2556.4,36.3,354.5,36.8,19.7,43.5,1.2,1.138985592422643,1.1784878092659388,3.722592387470682,0
26.0207,89.9744,38.0,1.5,348.6,24.0,45.0,33.0,1.2,15.6,82.8,127.1,0
26.5413,88.7196,85.0,1.8,231.6,23.0,45.0,33.0,1.2,9.3,30.0,77.5,0
27.0816,88.4397,2411.7,41.62,63.3,36.1,21.4,42.6,1.2,2.6,60.4,230.7,1
25.8782,94.1739,832.2,27.3,193.3,33.0,28.4,38.7,1.2,0.2723382989563468,3.091064562409854,0.7450993428505317,0
26.7271,88.3953,120.0,2.4,118.0,21.5,45.0,33.0,1.2,22.9,44.9,51.2,0
25.583,91.893,1310.2,45.86,54.3,38.1,21.8,40.1,1.2,1.0131471474227658,0.18746135045921042,1.1065244603688162,0
26.1445,91.7362,55.0,2.1,223.6,22.0,45.0,33.0,1.2,25.2,319.6,589.2,0
26.1295,91.7056,950.3,34.08,90.0,34.0,26.0,40.0,1.2,55.8,142.1,184.5,1
28.4298,95.8776,1632.2,49.14,14.6,31.7,29.3,39.1,1.2,19.0,25.4,70.3,1
26.5413,88.7196,85.0,1.8,18.8,23.0,45.0,33.0,1.2,0.0,0.1,62.6,0
26.9343,88.4486,2407.7,50.42,135.2,36.0,21.4,42.5,1.2,0.7690612611737795,1.596433056253653,3.134472806512105,0
26.3333,91.25,1004.2,27.66,92.2,34.5,24.9,40.6,1.2,0.38611788368691463,0.4274196707570539,2.1064116999894447,0
22.533,92.899,1482.5,46.07,126.9,34.3,25.5,40.3,1.2,0.27739136174107143,0.6902213952133311,6.591994366024996,0
23.7527,92.694,1934.1,45.06,103.4,37.7,18.6,43.7,1.2,13.0,40.0,78.3,1
24.9818,93.5142,1700.8,46.0,24.9,35.9,22.1,41.9,1.2,0.004693237785123594,3.7881398089372027,4.149570567228443,0
27.04,88.264,2425.8,49.01,243.6,36.1,21.2,42.7,1.2,0.04407366204080837,0.12980119184182426,7.867236570034507,0
26.0207,89.9744,38.0,1.5,178.8,24.0,45.0,33.0,1.2,61.8,98.2,167.2,0
26.148,94.8422,1256.3,37.19,282.3,36.7,19.9,43.4,1.2,1.0284538958532048,3.234113377527538,7.407901146012292,0
24.6596,93.9784,1165.1,39.96,46.1,31.8,30.4,37.8,1.2,0.7723104174178919,3.643120476082548,1.3128956110915944,0
26.1677,94.2442,1971.1,36.29,356.4,38.0,18.0,44.0,1.2,10.1,73.60000000000001,113.8,1
26.1699,91.7986,559.6,27.5,290.4,30.5,33.8,35.7,1.2,0.04789228866124351,0.6711900573793543,4.8030624395728365,0
26.1445,91.7362,55.0,2.1,315.5,22.0,45.0,33.0,1.2,145.9,182.6,289.1,0
26.5413,88.7196,85.0,1.8,125.7,23.0,45.0,33.0,1.2,16.7,32.8,44.0,0
23.7527,92.694,1934.1,45.06,103.4,37.7,18.6,43.7,1.2,1.1271852305033683,1.8639788905017727,1.788311098527294,0
26.1044,91.7082,544.1,41.72,73.8,30.4,34.1,35.5,1.2,37.1,140.8,178.1,1
26.4333,94.8833,796.5,39.02,83.9,32.6,29.1,38.3,1.2,1.1903599724416014,0.8457909419379508,6.536604842529314,0
24.4638,92.4943,750.2,31.13,226.0,32.2,30.0,37.8,1.2,0.9889242514202343,0.012112929259433969,6.314656779780425,0
27.4728,94.912,108.0,1.8,165.5,21.0,45.0,33.0,1.2,9.2,88.2,130.1,0
28.1193,95.1645,2016.5,46.32,94.3,33.6,25.2,41.2,1.2,1.458985401324854,3.5434744841190673,0.3794576739241844,0
27.05374234,88.42572376,1762.6,50.49,264.7,32.8,28.7,38.5,1.2,1.0693136044229916,1.7441929949415615,1.9770314259750563,0
25.51614662,94.2341227,1266.5,39.5,30.7,36.8,19.7,43.5,1.2,0.5110362753936056,0.0019467141438629376,7.226934309824444,0
26.5413,88.7196,85.0,1.8,191.3,23.0,45.0,33.0,1.2,35.6,41.1,87.5,0
27.4885,88.4451,2446.8,41.07,280.1,36.2,21.0,42.8,1.2,66.3,96.6,137.0,1
25.8266,94.1497,639.4,41.31,5.6,31.2,32.2,36.5,1.2,26.4,42.4,66.2,1
26.5413,88.7196,85.0,1.8,341.7,23.0,45.0,33.0,1.2,12.3,88.7,179.0,0
26.6528,92.7926,68.0,1.9,321.6,22.5,45.0,33.0,1.2,148.6,237.7,283.2,0
26.1407,91.7645,1368.0,40.84,214.7,37.7,17.6,44.6,1.2,27.8,36.6,250.1,1
26.3463,92.6841,62.0,1.6,146.6,22.0,45.0,33.0,1.2,26.5,49.4,121.3,0
26.8843,88.1835,2094.2,48.98,236.1,34.5,24.9,40.6,1.2,15.6,54.0,127.9,1
26.8811,88.2779,2382.3,39.98,278.6,35.9,21.7,42.4,1.2,26.5,49.4,121.3,1
26.5413,88.7196,85.0,1.8,269.4,23.0,45.0,33.0,1.2,6.8,10.7,54.7,0
26.7271,88.3953,120.0,2.4,356.5,21.5,45.0,33.0,1.2,36.1,42.2,55.7,0
27.3341,88.6083,2537.5,48.17,318.1,36.7,20.0,43.4,1.2,4.7,8.4,37.6,1
27.4728,94.912,108.0,1.8,357.6,21.0,45.0,33.0,1.2,3.5,15.8,130.7,0
27.5748,91.8644,1453.3,37.29,335.1,30.8,31.2,38.1,1.2,1.4118256773102213,3.1717881838227697,4.080043009740018,0
27.0377,88.3603,1742.8,49.51,156.2,32.7,28.9,38.4,1.2,0.8882613780952664,3.8981177799545246,1.3232835525077062,0
26.1097,91.7747,1007.8,41.97,164.3,34.5,24.8,40.6,1.2,0.5822009346851018,0.5898751928735919,4.226934780641395,0
27.0765,88.4808,2405.1,45.09,135.1,36.0,21.4,42.5,1.2,0.45526830746815394,1.2440018931022587,1.797924507116143,0
26.6528,92.7926,68.0,1.9,336.5,22.5,45.0,33.0,1.2,55.8,142.1,184.5,0
27.3765,88.7628,2620.8,42.84,104.0,37.1,19.0,43.9,1.2,0.23143272452458163,1.3468394274218056,1.3140816999725624,0
25.426,94.6024,1479.0,45.42,18.8,34.2,25.6,40.2,1.2,0.0,0.1,62.6,1
27.0599,88.4674,1207.4,50.91,324.2,30.0,34.9,35.0,1.2,0.0,1.7,17.2,1
26.1666,91.7042,601.7,38.99,148.1,30.9,33.0,36.1,1.2,0.6810838488871436,0.32980684056327547,7.1144891501463565,0
26.0207,89.9744,38.0,1.5,92.3,24.0,45.0,33.0,1.2,33.3,252.8,415.6,0
24.5308,92.5121,621.3,39.23,40.9,31.1,32.6,36.3,1.2,31.7,70.4,125.4,1
26.2083,94.5438,888.8,36.13,231.6,33.5,27.2,39.3,1.2,9.3,30.0,77.5,1
27.0165,88.2476,2319.6,39.14,25.2,35.6,22.4,42.0,1.2,33.4,109.0,251.0,1
25.4477,94.0489,2061.2,47.26,178.9,38.7,16.6,44.7,1.2,21.8,88.60000000000001,200.3,1
26.1049,91.7369,1113.5,40.56,168.5,35.5,22.7,41.8,1.2,0.08447049585543936,1.4402558451554497,1.1378964133584448,0
26.8572,88.3143,1223.3,51.49,36.5,30.1,34.7,35.1,1.2,18.9,39.5,94.0,1
26.49349035,91.72137514,941.3,37.78,341.7,33.9,26.2,39.9,1.2,12.3,88.7,179.0,1
26.1445,91.7362,55.0,2.1,1.5,22.0,45.0,33.0,1.2,16.4,431.4,657.3,0
26.0319,94.5466,1687.0,47.69,348.6,35.8,22.4,41.8,1.2,0.8675627005692164,1.9390179288240224,6.26627728468165,0
27.4728,94.912,108.0,1.8,224.9,21.0,45.0,33.0,1.2,19.0,48.3,163.3,0
26.1445,91.7362,55.0,2.1,133.3,22.0,45.0,33.0,1.2,32.8,72.3,467.2,0
28.611,94.9829,2622.3,36.17,142.4,36.6,18.8,44.6,1.2,1.1654769690535858,2.5923860193776815,1.2009344238194384,0
27.0076,88.251,1648.7,40.61,82.1,32.2,30.0,37.8,1.2,22.2,51.7,133.4,1
26.9282,88.4553,1300.3,51.91,218.3,30.5,33.9,35.6,1.2,1.1684131966449172,3.521638021151561,4.608147474281465,0
26.5413,88.7196,85.0,1.8,30.8,23.0,45.0,33.0,1.2,0.8,4.300000000000001,58.0,0
26.8352,88.1881,2670.4,46.02,177.1,37.4,18.5,44.2,1.2,0.36380141277714234,0.7506487603621013,2.07664718926267,0
25.6269,94.1139,1373.6,32.85,322.9,37.8,17.5,44.7,1.2,0.44093775193593543,2.4739614150600135,3.7588218456509086,0
27.0638,88.4659,1621.5,50.67,153.5,32.1,30.3,37.6,1.2,0.06041099817389961,3.9964632784472,5.10828970212903,0
25.7902,94.1318,806.2,47.22,0.2,29.0,35.9,35.0,1.2,1.3209558083869553,1.563404492386213,6.094677694502512,0
27.0998,93.6287,956.4,51.36,253.1,28.3,36.4,35.3,1.2,0.3994320646529726,1.9368284508221119,6.510788438544995,0
26.6528,92.7926,68.0,1.9,15.5,22.5,45.0,33.0,1.2,16.9,45.0,152.4,0
27.2333,94.1167,2442.8,34.47,246.9,35.7,20.7,43.6,1.2,0.5495161067568913,2.520542128202859,3.122249975576162,0
25.463,92.2121,1775.6,40.86,249.6,41.5,15.0,43.5,1.2,40.2,310.6,429.5,1
26.8833,88.2833,2199.2,38.07,94.5,35.0,23.8,41.2,1.2,1.432680158792421,0.8884485349005073,5.907483102067027,0
26.1468,91.6469,773.1,41.69,262.9,32.4,29.5,38.0,1.2,0.3,0.7,0.8,1
26.3463,92.6841,62.0,1.6,128.7,22.0,45.0,33.0,1.2,8.1,27.5,76.3,0
26.8342,88.2798,1366.3,48.62,291.7,30.8,33.1,36.0,1.2,12.5,30.4,61.4,1
26.222,94.9152,765.4,38.65,154.6,32.4,29.7,37.9,1.2,31.6,65.5,137.8,1
25.7354,90.3852,1452.7,41.91,59.0,39.1,19.5,41.4,1.2,0.5332964176855398,3.259247980692264,5.469888239044084,0
26.89,88.28,1207.7,38.08,216.2,30.0,34.9,35.0,1.2,0.4666677612830074,0.83672927171316,0.6019078210934241,0
27.5798729,91.85672387,2327.8,37.21,136.6,35.1,21.9,42.9,1.2,0.0,12.3,29.9,1
25.31006064,94.48265093,1360.1,42.66,15.5,33.3,27.4,39.3,1.2,0.6629228337667112,0.07351195856967774,4.182605289456919,0
25.7131,94.0885,628.8,39.92,257.2,31.1,32.4,36.4,1.2,9.9,97.7,161.8,1
26.7271,88.3953,120.0,2.4,45.9,21.5,45.0,33.0,1.2,24.5,47.5,94.6,0
25.1019,93.3729,1353.4,34.46,159.3,33.3,27.5,39.3,1.2,0.3746326970052317,2.009336858823952,0.959382020877479,0
26.7271,88.3953,120.0,2.4,257.4,21.5,45.0,33.0,1.2,8.7,27.1,63.0,0
27.1675,88.3651,1364.5,46.51,3.7,30.8,33.1,36.0,1.2,1.1087322282264729,2.77415430604292,4.722028636404485,0
26.0319,94.5466,1687.0,47.69,348.6,35.8,22.4,41.8,1.2,15.6,82.8,127.1,1
28.1737,94.7596,1931.3,46.76,308.6,33.2,26.1,40.7,1.2,44.4,131.2,187.7,1
27.167,88.3652,2183.9,46.34,130.1,34.9,23.9,41.1,1.2,34.6,93.1,299.8,1
24.7016,93.5291,1487.5,35.53,91.0,34.3,25.4,40.3,1.2,4.7,25.0,99.6,1
24.8669,92.3576,696.4,40.73,223.9,31.7,31.1,37.2,1.2,53.9,160.1,229.9,1
26.0207,89.9744,38.0,1.5,255.9,24.0,45.0,33.0,1.2,45.9,193.5,423.4,0
27.2743,92.9064,2622.7,38.56,250.5,36.6,18.8,44.6,1.2,0.24132924026483782,0.22310628455321613,3.2680665516507306,0
25.4786,94.1327,919.9,40.19,268.8,33.7,26.6,39.7,1.2,15.1,25.2,74.10000000000001,1
27.1748,88.6458,1774.4,41.92,84.9,32.9,28.5,38.6,1.2,0.30422148813812266,3.7332999626194567,0.14028583592811383,0
25.9611,91.3681,1180.7,36.93,122.1,37.1,24.0,38.9,1.2,0.027310780879338248,0.5396034382673145,5.076800812201264,0
25.3433,92.2897,1054.6,42.22,226.0,36.2,26.0,37.8,1.2,0.4720536520883094,0.9004289019258711,5.045890284034069,0
25.5718,94.1211,939.2,39.04,269.6,33.9,26.2,39.9,1.2,4.8,31.4,75.7,1
26.3212,91.0065,48.0,1.7,43.4,23.5,45.0,33.0,1.2,21.8,88.60000000000001,200.3,0
27.4728,94.912,108.0,1.8,162.0,21.0,45.0,33.0,1.2,28.9,72.2,454.0,0
24.8142,93.5444,2065.7,37.06,179.1,38.7,16.5,44.7,1.2,11.4,16.0,50.6,1
26.885,88.2778,2236.3,37.21,203.3,35.2,23.3,41.5,1.2,1.4472167729112249,2.7526988631273928,0.9656065817682817,0
26.8727,94.9275,509.0,41.72,180.4,30.1,34.8,35.1,1.2,16.4,56.2,133.8,1
23.7131,92.7362,1801.0,45.33,207.7,36.7,20.6,42.7,1.2,8.6,18.2,60.9,1
26.048,91.8695,1063.4,41.93,82.3,36.3,25.9,37.8,1.2,0.7490543865344104,2.727335947702254,0.13614697813396504,0
27.0257,88.4301,1384.6,39.86,220.2,30.9,32.9,36.2,1.2,14.3,32.4,101.2,1
26.0207,89.9744,38.0,1.5,158.0,24.0,45.0,33.0,1.2,14.8,42.7,232.1,0
26.6528,92.7926,68.0,1.9,320.3,22.5,45.0,33.0,1.2,13.9,40.5,93.4,0
25.1122,94.3591,1000.1,46.97,221.5,30.5,32.9,36.5,1.2,1.3284752343348112,2.7995938311845916,1.8013129116580107,0
24.7339,93.9161,1901.2,36.83,354.5,37.5,19.1,43.5,1.2,0.7923042447389903,1.3059798315720261,4.577437911443306,0
26.6528,92.7926,68.0,1.9,69.5,22.5,45.0,33.0,1.2,37.5,140.6,387.2999999999999,0
25.1416,92.3807,1725.4,31.92,211.9,41.1,15.0,43.9,1.2,0.545889830685875,1.7186394829717115,0.24275700267951628,0
25.63961883,94.11112157,1218.6,28.18,136.7,36.4,20.6,43.0,1.2,1.2561608364168055,3.5802916339606448,2.283705848245593,0
26.5413,88.7196,85.0,1.8,322.9,23.0,45.0,33.0,1.2,12.0,37.0,96.8,0
24.954,94.2156,969.1,47.82,256.7,30.3,33.4,36.3,1.2,1.2700878883963427,3.1290784168307932,1.570988579762708,0
26.3463,92.6841,62.0,1.6,154.7,22.0,45.0,33.0,1.2,14.2,23.6,55.9,0
26.3212,91.0065,48.0,1.7,91.0,23.5,45.0,33.0,1.2,4.7,25.0,99.6,0
26.7271,88.3953,120.0,2.4,161.1,21.5,45.0,33.0,1.2,12.3,22.700000000000003,64.3,0
26.0207,89.9744,38.0,1.5,246.9,24.0,45.0,33.0,1.2,0.0,37.2,45.7,0
24.8961,93.4957,1368.9,46.04,231.8,33.4,27.2,39.4,1.2,1.0265589181909889,3.86309202357447,2.4690549783582654,0
26.1665,91.7049,746.7,39.5,45.9,32.2,30.1,37.7,1.2,0.3093759942220346,3.6313475899216985,1.5676532228452968,0
26.0207,89.9744,38.0,1.5,178.9,24.0,45.0,33.0,1.2,21.8,88.60000000000001,200.3,0
27.3425,88.2426,1661.1,46.38,334.4,32.3,29.8,37.9,1.2,0.09727446972244991,0.05610297583707258,3.5484690469861766,0
24.6108,92.562,933.1,35.64,269.3,33.8,26.3,39.8,1.2,0.7,0.7,2.6,1
26.3463,92.6841,62.0,1.6,98.3,22.0,45.0,33.0,1.2,28.8,72.6,158.5,0
26.3212,91.0065,48.0,1.7,191.3,23.5,45.0,33.0,1.2,4.2,37.5,82.7,0
26.5413,88.7196,85.0,1.8,132.7,23.0,45.0,33.0,1.2,1.8,47.0,101.2,0
26.7271,88.3953,120.0,2.4,162.0,21.5,45.0,33.0,1.2,37.9,113.5,558.0,0
25.5145,90.2023,1643.1,44.88,317.2,40.5,16.4,43.1,1.2,0.7358975312804974,2.9449805930612016,7.916521342429532,0
24.6596,93.9784,1165.1,39.96,46.1,31.8,30.4,37.8,1.2,8.6,31.0,51.6,1
27.2084,88.4909,1489.9,48.61,186.5,31.4,31.7,36.8,1.2,7.7,70.5,457.9,1
24.2315,92.6755,1382.0,43.23,160.1,33.5,27.0,39.5,1.2,47.1,79.2,96.9,1
25.318,94.0441,1280.0,39.46,103.2,36.9,19.4,43.7,1.2,0.1586072865528263,2.412444047269027,5.225035856577164,0
27.4728,94.912,108.0,1.8,253.2,21.0,45.0,33.0,1.2,10.8,29.6,153.1,0
26.1984,94.8158,854.7,35.58,338.2,33.2,27.9,38.9,1.2,31.0,51.5,155.1,1
26.1985,91.7998,885.8,41.15,195.4,33.4,27.3,39.3,1.2,55.8,142.1,184.5,1
27.4728,94.912,108.0,1.8,84.9,21.0,45.0,33.0,1.2,3.5,6.8,111.3,0
26.0207,89.9744,38.0,1.5,95.0,24.0,45.0,33.0,1.2,19.1,28.200000000000003,78.10000000000001,0
26.3212,91.0065,48.0,1.7,41.4,23.5,45.0,33.0,1.2,16.6,220.1,460.9,0
26.1445,91.7362,55.0,2.1,214.2,22.0,45.0,33.0,1.2,24.5,47.5,94.6,0
26.1445,91.7362,55.0,2.1,344.4,22.0,45.0,33.0,1.2,7.0,20.9,134.5,0
27.2676,88.2891,2232.2,52.0,239.2,35.2,23.4,41.5,1.2,0.10402875590886429,2.181170520390239,2.0302691746565156,0
26.8096,88.526,1822.3,44.32,14.0,33.1,28.0,38.9,1.2,63.4,104.3,365.1,1
26.0093,94.5238,504.0,42.0,72.2,30.0,34.9,35.0,1.2,5.1,23.3,124.4,1
24.4072,94.0644,1534.1,43.01,92.3,34.6,24.7,40.6,1.2,0.1889205693788329,1.2491681033773063,6.685633485212816,0
26.0207,89.9744,38.0,1.5,257.2,24.0,45.0,33.0,1.2,9.9,97.7,161.8,0
26.7271,88.3953,120.0,2.4,21.2,21.5,45.0,33.0,1.2,16.1,44.4,129.6,0
26.7271,88.3953,120.0,2.4,191.5,21.5,45.0,33.0,1.2,27.7,42.9,128.7,0
23.7313,92.7187,1668.5,35.36,132.1,35.7,22.6,41.7,1.2,1.2710754846897485,3.939627272725035,3.21338710234863,0
26.7271,88.3953,120.0,2.4,86.3,21.5,45.0,33.0,1.2,26.6,93.7,220.3,0
25.1416,92.3807,1725.4,31.92,211.9,41.1,15.0,43.9,1.2,51.9,144.6,237.4,1
23.591,92.9296,1375.4,31.98,159.9,33.4,27.1,39.4,1.2,0.4250720999648546,0.4828322638712277,5.537817485364506,0
26.8905,88.2789,1890.8,36.76,159.5,33.5,27.2,39.3,1.2,0.5324977712704555,2.219381080905799,6.9589976055009535,0
23.7131,92.7362,1801.0,45.33,207.7,36.7,20.6,42.7,1.2,1.1588383659538157,0.07915777583098516,3.691580936037832,0
25.7238,89.9032,1100.2,38.56,227.5,36.5,25.3,38.2,1.2,7.1,64.5,108.5,1
26.9343,88.4486,2407.7,50.42,135.2,36.0,21.4,42.5,1.2,0.0,49.0,242.0,1
27.4459,88.6193,1707.6,41.04,83.4,32.5,29.3,38.2,1.2,0.2137471220034337,3.452227013474866,5.808918297880227,0
27.4728,94.912,108.0,1.8,314.7,21.0,45.0,33.0,1.2,40.2,94.3,130.5,0
26.8545,88.3372,2547.5,43.42,30.3,36.7,19.8,43.4,1.2,1.1,78.6,206.4,1
27.4728,94.912,108.0,1.8,12.6,21.0,45.0,33.0,1.2,15.0,448.2000000000001,765.4,0
26.3463,92.6841,62.0,1.6,199.2,22.0,45.0,33.0,1.2,10.0,23.6,69.5,0
26.1699,91.7986,559.6,27.5,290.4,30.5,33.8,35.7,1.2,12.5,38.7,171.3,1
25.8833,91.2,1273.7,45.28,161.1,37.8,22.4,39.8,1.2,34.9,54.1,178.79999999999998,1
27.1027,88.1218,1793.5,51.21,85.4,33.0,28.3,38.7,1.2,172.7,240.5,639.2,1
26.1445,91.7362,55.0,2.1,360.0,22.0,45.0,33.0,1.2,12.6,33.6,65.8,0
26.88,88.28,1983.9,37.62,53.6,33.9,26.2,39.9,1.2,0.3210788776049977,1.3817234688130968,6.980221484033525,0
28.3092,95.4149,2325.2,43.64,28.5,35.1,22.0,42.9,1.2,0.4362992235185163,2.283550627410195,3.079117957129079,0
26.0481,94.4619,772.4,39.18,334.9,32.4,29.6,38.0,1.2,1.422521312227273,2.5437283125525174,6.683819089965835,0
26.0101,94.5282,1344.7,46.62,87.1,33.2,27.6,39.2,1.2,1.5,80.4,124.0,1
26.3212,91.0065,48.0,1.7,260.1,23.5,45.0,33.0,1.2,95.7,273.6,425.5,0
25.03561729,94.0144205,1130.4,31.92,261.1,31.5,30.9,37.5,1.2,0.6576566588445767,2.298945971938974,2.175407314586117,0
27.4728,94.912,108.0,1.8,87.1,21.0,45.0,33.0,1.2,1.5,80.4,124.0,0
27.4728,94.912,108.0,1.8,345.7,21.0,45.0,33.0,1.2,8.9,57.5,227.6,0
25.7055,94.0132,1128.5,32.77,133.1,35.6,22.4,42.0,1.2,0.916998454045687,0.6704379120080124,3.1931680162928116,0
27.339,88.6065,2250.1,48.75,275.6,35.3,23.2,41.6,1.2,20.3,43.6,92.7,1
25.0477,92.801,983.0,45.56,94.1,37.5,21.3,41.1,1.2,0.8957663404749551,3.4188837767588907,1.6496709977239918,0
26.0207,89.9744,38.0,1.5,58.6,24.0,45.0,33.0,1.2,9.3,29.6,119.6,0
27.0875,88.6556,1817.7,45.46,301.9,33.1,28.1,38.9,1.2,0.7336661053751237,0.9377712577330692,5.040492073443552,0
26.944,88.4441,1701.4,50.6,191.3,32.5,29.4,38.1,1.2,1.3261883996804826,3.7160621314871434,3.262867128501406,0
26.9599,88.268,1940.6,48.62,196.7,33.7,26.7,39.6,1.2,37.1,127.5,234.1,1
26.6528,92.7926,68.0,1.9,3.7,22.5,45.0,33.0,1.2,70.3,228.7,357.4,0
27.02459801,88.43849551,2694.8,49.31,249.6,37.5,18.2,44.3,1.2,137.5,309.0,424.0,1
27.4728,94.912,108.0,1.8,310.7,21.0,45.0,33.0,1.2,29.0,39.2,75.7,0
26.1548,91.7351,1226.8,26.09,353.1,36.5,20.5,43.1,1.2,12.4,69.4,163.6,1
